name,uri,artist,mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration
Angel's Song,5hXTMmVXz1Ablgu34BkTz1,Arlo Parks,sad,0.894,0.693,0.195,0.0325,0.126,-15.278,0.0446,116.725,0.315,0 days 00:03:17.244000
Dancing On My Own,02WacdrRpm4zlP8H7X6bnQ,Calum Scott,sad,0.851,0.608,0.174,1.92e-05,0.0855,-8.796,0.0332,112.175,0.193,0 days 00:04:20.004000
I'm with You,7ggHQsGP7K3V65lqBwleWO,LEFT.,sad,0.544,0.587,0.468,0.000154,0.1,-10.316,0.0386,82.426,0.176,0 days 00:03:04.364000
K.,6vG1pcmNGdG6Vu62I9nLGL,Rosie Carney,sad,0.962,0.348,0.226,0.00483,0.135,-10.918,0.0386,129.251,0.173,0 days 00:04:29
Wish You Were Here - 2011 Remastered Version,1wHSxWBfPr3GO31y8KGrWe,Pink Floyd,sad,0.735,0.481,0.262,0.0114,0.832,-15.73,0.0414,122.883,0.375,0 days 00:05:34.744000
July,5a6pdCHlWS2ekOOQ70QnAr,Noah Cyrus,sad,0.868,0.708,0.186,0.0,0.0779,-8.953,0.0422,72.541,0.321,0 days 00:02:36.107000
Trying My Best,06qUEhhx6jKQmhj2qAkn4H,Anson Seabra,sad,0.95,0.561,0.0587,0.0,0.0828,-17.819,0.0762,143.027,0.342,0 days 00:03:42.468000
Consequences,7sTtHHrD0zDpmzQzH3zegz,Camila Cabello,sad,0.889,0.455,0.292,0.0,0.106,-6.792,0.0563,84.339,0.43,0 days 00:02:58.467000
Slow It Down,0ewX9JsKy9oa4IifkFSroa,The Lumineers,sad,0.928,0.423,0.0657,1.4e-06,0.0922,-14.421,0.0386,98.489,0.105,0 days 00:05:05.347000
You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,flora cash,sad,0.841,0.713,0.452,0.0038,0.105,-9.638,0.0295,102.963,0.235,0 days 00:03:38.883000
You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,flora cash,sad,0.841,0.713,0.452,0.0038,0.105,-9.638,0.0295,102.963,0.235,0 days 00:03:38.883000
All of Me,3U4isOIWM3VvDubwSI3y7a,John Legend,sad,0.922,0.422,0.264,0.0,0.132,-7.064,0.0322,119.93,0.331,0 days 00:04:29.560000
Fragile Souls,4EGyDsI5anhTpzND6Zwyew,The Prussians,sad,0.17,0.868,0.415,0.19,0.0904,-12.929,0.0532,120.002,0.732,0 days 00:03:16.524000
Cursive,5Iy1wdO0tMaHwKnfFYtlel,Billie Marten,sad,0.935,0.494,0.267,5.58e-05,0.128,-11.54,0.0308,115.117,0.166,0 days 00:04:00.400000
"Welcome Home, Son",13PUJCvdTSCT1dn70tlGdm,Radical Face,sad,0.743,0.601,0.537,0.732,0.143,-9.464,0.0296,144.994,0.394,0 days 00:04:45.320000
Hazy Memories,1jeH74UaH5xFnLo73haMQl,Caravn,sad,0.9,0.455,0.317,0.0,0.0962,-8.031,0.0448,71.113,0.44,0 days 00:02:57.143000
Teardrop - Remastered 2006,1ZekzmhuM380sFcUZePjmL,Massive Attack,sad,0.0204,0.612,0.463,0.653,0.183,-7.653,0.035,76.98,0.17,0 days 00:05:28.027000
kissing girls,5lCtzEEl2FxySHX4zR9yEf,Grady,sad,0.934,0.415,0.456,0.0,0.49,-7.315,0.106,181.452,0.72,0 days 00:01:40.750000
No Time To Die,73SpzrcaHk0RQPFP73vqVR,Billie Eilish,sad,0.917,0.38,0.219,0.0104,0.0827,-13.273,0.0358,73.537,0.0517,0 days 00:04:02.265000
Everybody Hurts,0sSxUKtpE11r5VVx1DIMww,R.E.M.,sad,0.568,0.282,0.476,0.0185,0.157,-6.524,0.0274,187.604,0.186,0 days 00:05:16.880000
emily,1sTtlEZeVeeEnxEztJNkYN,Jeremy Zucker,sad,0.68,0.551,0.249,0.0022,0.112,-11.392,0.06,156.02,0.257,0 days 00:03:53.747000
I Took A Pill In Ibiza,1PiKcVhlmHPvL7IPjx9dJk,Mike Posner,sad,0.618,0.636,0.319,1.7e-06,0.125,-10.065,0.0718,74.109,0.378,0 days 00:04:40.800000
Samson,2bbhyUWJ5VjdfI3P4PRLu2,Regina Spektor,sad,0.862,0.49,0.193,9.74e-06,0.113,-9.544,0.0421,89.154,0.184,0 days 00:03:09.507000
Falling Asleep,1FunUekKzZ9Mgt3BMYCrfF,Tiz McNamara,sad,0.899,0.537,0.201,0.00163,0.077,-12.948,0.033,134.087,0.196,0 days 00:03:22.400000
To The Hilt,41bqxcnDRcYsBJnJKtPCdp,BANKS,sad,0.948,0.327,0.101,0.0,0.0945,-13.949,0.0525,171.734,0.0866,0 days 00:04:36.747000
Creep,1ytTeSRAU6IRo2itVDwtPv,Radiohead,sad,0.0102,0.515,0.43,0.000141,0.129,-9.935,0.0369,91.841,0.104,0 days 00:03:58.640000
Faking Love,2YHqjkv93j4cg51bl7iGMP,little dipper,sad,0.171,0.735,0.336,0.000332,0.118,-12.483,0.0812,117.312,0.557,0 days 00:03:10.387000
Thirteen Thirty-Five,3N2vr4m44BBZiVCZ0O4bnf,Dillon,sad,0.786,0.67,0.293,0.0,0.215,-10.56,0.0486,66.974,0.36,0 days 00:03:43.086000
Last Time,7v3tuzPub1Qd490tiVddwF,Johnning,sad,0.111,0.628,0.587,0.0,0.156,-5.195,0.0441,140.01,0.4,0 days 00:03:22.480000
Dust On The Ground,2SbIONplUQ0BvXyRgGDgCz,Bombay Bicycle Club,sad,0.757,0.605,0.319,0.00237,0.116,-10.892,0.0306,109.599,0.273,0 days 00:04:03.752000
YOM TOV,2v31S0mH8FcKkaQRFvxuOZ,Liush,sad,0.877,0.322,0.246,0.0064,0.113,-12.154,0.0323,168.879,0.175,0 days 00:03:26.912000
Waiting,7eClkLWbrr3TorYedzaDkI,Alice Boman,sad,0.775,0.496,0.199,0.882,0.346,-17.063,0.169,82.068,0.253,0 days 00:02:07.370000
Waiting,7eClkLWbrr3TorYedzaDkI,Alice Boman,sad,0.139,0.552,0.915,0.949,0.146,-4.421,0.0616,160.02,0.126,0 days 00:03:56.351000
Waiting,7eClkLWbrr3TorYedzaDkI,Alice Boman,sad,0.975,0.236,0.33,0.126,0.116,-10.085,0.0325,86.546,0.0827,0 days 00:03:04.320000
blue,7pt64sepCy5QmDrgy9wOJS,Kamal.,sad,0.668,0.725,0.258,2.63e-05,0.0955,-14.065,0.255,127.876,0.173,0 days 00:03:04.500000
First Day Of My Life,5OiaAaIMYlCZONyDBxqk4G,Bright Eyes,sad,0.915,0.602,0.201,8.28e-05,0.0952,-17.024,0.0363,95.345,0.385,0 days 00:03:08.800000
The End of the World,1SF6aV27ehCudDBv0MZjAD,GRAE,sad,0.837,0.34,0.388,8.19e-05,0.316,-9.455,0.041,79.268,0.22,0 days 00:02:26.941000
Indigo,2qoKkOBw3dAd8AlITOQ2Ca,LEFT.,sad,0.488,0.503,0.504,1.59e-06,0.122,-6.843,0.416,85.39,0.67,0 days 00:03:16.589000
Be Alright,5qrSlOut2rNAWv3ubArkNy,Dean Lewis,sad,0.705,0.551,0.537,0.0,0.0802,-7.595,0.034,126.421,0.493,0 days 00:03:16.493000
Only You,2ZaYFNn1YQuLSVdHhanr4Q,Joshua Radin,sad,0.362,0.545,0.255,1.77e-05,0.0841,-14.844,0.0311,98.088,0.831,0 days 00:02:29.013000
Harvest Love,2KK7OUblFkd7TT9TjWgW7z,Tash Sultana,sad,0.314,0.276,0.251,6.05e-06,0.122,-9.078,0.0295,95.705,0.18,0 days 00:06:05.929000
I Love You Always Forever,1KsRPfyQUHXn4HpNh1A0vP,boyhood.,sad,0.299,0.679,0.513,0.315,0.113,-10.889,0.041,100.024,0.137,0 days 00:03:27.991000
Oceans,7Cia4WzapwjMr0NUQF8vf3,Seafret,sad,0.274,0.404,0.48,8.63e-06,0.132,-8.906,0.0303,129.162,0.2,0 days 00:03:36.187000
Be My Mistake,0AG2l0IboWNSwjUkMr2Aq7,The 1975,sad,0.835,0.572,0.155,0.000137,0.0906,-14.405,0.0344,109.923,0.0949,0 days 00:04:16.689000
cry on airplanes,1elEZGOMFRU5n7bnOtUaqi,Julian,sad,0.548,0.763,0.372,0.000638,0.116,-7.07,0.0683,85.01,0.76,0 days 00:03:46
Goshen,5rLZGAZOstOC3fqhmGChvK,Beirut,sad,0.848,0.284,0.262,0.00483,0.0966,-9.869,0.028,98.66,0.107,0 days 00:03:20.147000
Recording 15,1vNfYCzcCJz0FY7MVVA9lM,Shannon Lay,sad,0.956,0.552,0.126,0.0153,0.109,-18.014,0.0306,92.441,0.439,0 days 00:04:02
Losing You,5aFSzu0b7ccAYjTkbTNTsQ,Aquilo,sad,0.63,0.383,0.446,0.0,0.0946,-8.693,0.0382,77.399,0.213,0 days 00:03:25.859000
The Scientist,3obZywY64ooasDLV1cVC7X,Valentin,sad,0.91,0.555,0.284,0.0,0.11,-9.788,0.027,77.037,0.276,0 days 00:04:03.896000
Renee's Song,13iMiwdY7pgE1f7NwYKr1D,Bazzi,sad,0.794,0.593,0.229,0.0,0.167,-8.888,0.0307,117.823,0.42,0 days 00:02:10.546000
Changes,2v8GT5HHcqFaTXS2xijw4r,Hayd,sad,0.00273,0.466,0.682,2.69e-05,0.0972,-9.648,0.0355,125.97,0.323,0 days 00:03:14.090000
Changes,2v8GT5HHcqFaTXS2xijw4r,Hayd,sad,0.939,0.648,0.115,3.88e-05,0.11,-17.133,0.0445,119.967,0.29,0 days 00:03:34.815000
London Thunder,4gkoh2vAD57fGEITzteaUh,Foals,sad,0.641,0.489,0.357,0.333,0.0838,-9.745,0.0259,92.009,0.0388,0 days 00:04:14.427000
you were good to me,4CxFN5zON70B3VOPBYbd6P,Jeremy Zucker,sad,0.913,0.561,0.0848,2.62e-05,0.112,-15.099,0.0404,102.128,0.206,0 days 00:03:39.147000
Conversation,4THgqBGsTYJcNcQWCV92AP,Lucy Rose,sad,0.901,0.242,0.137,0.0105,0.167,-16.332,0.0322,92.454,0.0644,0 days 00:03:49.560000
Maple Whisky,64DZ2i9qbyUpjuh67hOU5t,James Spaite,sad,0.613,0.669,0.258,0.00134,0.088,-15.843,0.0556,140.101,0.24,0 days 00:03:52.056000
I Need My Girl,7rbCL7W893Zonbfnevku5s,The National,sad,0.867,0.523,0.438,0.0723,0.123,-11.49,0.0356,126.028,0.106,0 days 00:04:05.240000
"Dear First Love,",6PowfeWOvFBlueUpvct3HI,LØLØ,sad,0.25,0.524,0.323,7.57e-05,0.107,-6.06,0.0262,79.787,0.236,0 days 00:03:16.662000
9 Crimes,5GZEeowhvSieFDiR8fQ2im,Damien Rice,sad,0.913,0.346,0.139,7.73e-05,0.0934,-15.326,0.0321,136.168,0.116,0 days 00:03:37.947000
guilt trip,6xFSWmXNlzzM8g9MuABaTe,little dipper,sad,0.232,0.76,0.337,0.0,0.115,-12.594,0.085,104.98,0.508,0 days 00:02:27.815000
Moral of the Story,2nC3QhMI9reBIOWutbU3Tj,Ashe,sad,0.587,0.572,0.406,4.48e-06,0.102,-8.624,0.0427,119.812,0.265,0 days 00:03:21.084000
The Funeral,4Ao5JXfOIMJGlVo8sJpjFr,Band of Horses,sad,0.0143,0.316,0.769,0.0,0.0928,-5.285,0.0422,122.458,0.118,0 days 00:05:21.147000
Simple Song,70HWRkitkAKfos500LBk0T,Passenger,sad,0.616,0.631,0.402,0.0114,0.0892,-11.125,0.0286,78.0,0.598,0 days 00:03:48.480000
Down In The Valley,3Wd3mAficthmcUcCICvwSG,The Head And The Heart,sad,0.562,0.417,0.403,0.0282,0.113,-10.478,0.0291,105.807,0.169,0 days 00:05:03.653000
Sinking Man - The Walking Dead Soundtrack,5Hd6DPGjqihEnWSiGRzqr6,Of Monsters and Men,sad,0.905,0.684,0.0646,1.86e-05,0.0789,-18.052,0.0522,95.99,0.334,0 days 00:02:46.560000
Confusion,0F8wygPqJTpKELM9WlcSvS,thom.ko,sad,0.787,0.619,0.523,0.0,0.128,-6.876,0.279,121.957,0.132,0 days 00:03:25.082000
Talk Tonight,1gANYFsOT41zu2cdSC06iD,Oasis,sad,0.449,0.355,0.452,3.71e-05,0.371,-8.42,0.0265,83.93,0.351,0 days 00:04:21.107000
Millie & Ivor - Alternate,6xk9axQDuqvEqnv6gwAkZV,Lists,sad,0.966,0.559,0.164,0.00183,0.0658,-15.463,0.0356,121.558,0.228,0 days 00:04:02.912000
Cold Arms,7kpZ9isu48poYKpaAb0wiR,Mumford & Sons,sad,0.815,0.431,0.144,1.1e-06,0.124,-12.07,0.039,137.683,0.0491,0 days 00:02:49.907000
She Kind of Looks Like You,6dZO9UMcM7c1YLDBpEHwED,AFTRHOURS,sad,0.632,0.9,0.255,3.91e-05,0.0953,-12.664,0.221,94.978,0.483,0 days 00:03:24.242000
Such Great Heights,7vcuTZAFyu0Z5dgMRLR0h0,Iron & Wine,sad,0.808,0.61,0.275,0.913,0.403,-10.644,0.028,94.088,0.552,0 days 00:04:11.280000
It's My Fault,3QP17SZh39ZVczQnopq9BE,Lolo Zouaï,sad,0.815,0.678,0.235,1.78e-05,0.233,-10.123,0.0375,129.955,0.0383,0 days 00:03:15.987000
Apocalypse,3P5EAzNwT3tBafKX8xzyvf,Cigarettes After Sex,sad,0.0194,0.369,0.467,0.46,0.109,-9.018,0.0274,94.473,0.174,0 days 00:04:50.147000
Unintended,6kyxQuFD38mo4S3urD2Wkw,Muse,sad,0.647,0.487,0.279,0.00185,0.11,-11.586,0.0265,139.362,0.162,0 days 00:03:57.027000
Hey Now,51ZPtAuqT0V5lNONYZTrxy,London Grammar,sad,0.396,0.648,0.28,0.0785,0.106,-11.961,0.0333,120.058,0.0393,0 days 00:03:27.253000
Home,0IUcYj29jSob9PYlZ4JdWI,Ben Abraham,sad,0.922,0.597,0.131,0.206,0.25,-20.367,0.033,133.827,0.524,0 days 00:02:34.213000
Villains,3wkpzupNc2h7MI97YtWSS6,Luca Fogale,sad,0.92,0.501,0.169,0.0,0.0874,-13.825,0.0483,122.355,0.0974,0 days 00:04:07.640000
Everybody Does,5h9NOj6ug1uB4LkT5FrFrm,Julien Baker,sad,0.852,0.656,0.181,0.0,0.061,-8.544,0.0322,111.438,0.342,0 days 00:02:25.889000
Rennen,5ExIjNVCeigpRtqAc47jKQ,SOHN,sad,0.914,0.338,0.15,0.288,0.116,-12.7,0.032,101.94,0.172,0 days 00:03:17.720000
Falling Like The Stars,15xWRPHQMeqgdkGzInx3PY,James Arthur,sad,0.823,0.296,0.351,1.45e-06,0.11,-9.538,0.0352,177.06,0.19,0 days 00:03:32.720000
Oblivion,7u5YIl9C1ijghg46PVVdh9,Bastille,sad,0.758,0.441,0.324,1.69e-06,0.448,-8.788,0.03,78.547,0.215,0 days 00:03:16.347000
St Jude,2XGEpFt3322G8IHsldVqZh,Florence + The Machine,sad,0.752,0.261,0.434,0.00639,0.105,-10.649,0.0333,117.291,0.0921,0 days 00:03:45.070000
Stars,6qlfzOpeLcdoSxrgbkR0Zi,The xx,sad,0.826,0.676,0.2,0.0289,0.144,-17.735,0.0282,104.016,0.176,0 days 00:04:22.640000
Rebekah,18RQoXcen7pcKhFreuN02y,Jack Vallier,sad,0.161,0.531,0.461,1.62e-06,0.132,-11.176,0.0437,75.036,0.162,0 days 00:03:20.747000
Landslide,5ihS6UUlyQAfmp48eSkxuQ,Fleetwood Mac,sad,0.883,0.414,0.161,0.000223,0.117,-22.32,0.0318,159.375,0.423,0 days 00:03:19.493000
This Years Love,3l5GdoaOPPVWRjIgbTBejJ,David Gray,sad,0.698,0.324,0.208,2.89e-05,0.11,-8.848,0.0288,166.366,0.193,0 days 00:04:05.946000
Layer You Up,7orKxdC3ggGmXYQQ1Idpg2,Circumnavigate,sad,0.809,0.315,0.29,0.0,0.1,-12.247,0.0456,174.137,0.237,0 days 00:03:01.518000
Details in the Fabric (feat. James Morrison),5F5hMibUXtXf2ZpkultdTk,Jason Mraz,sad,0.755,0.538,0.338,5.68e-05,0.848,-12.098,0.0282,89.93,0.33,0 days 00:05:45.707000
90 MPH,4X6SrakJi0TGgsuevegjhn,thom.ko,sad,0.819,0.722,0.72,8.72e-05,0.182,-4.688,0.0643,100.993,0.561,0 days 00:03:29.109000
Suzanne,50LqU2nhdE3fmWOuqOjpjz,Leonard Cohen,sad,0.938,0.402,0.102,0.000278,0.112,-21.048,0.0401,132.248,0.307,0 days 00:03:47.200000
In The Winter,1IZiDJ78xouS1IhHhZhAUx,flora cash,sad,0.856,0.428,0.285,0.000329,0.0812,-17.293,0.0292,134.979,0.227,0 days 00:04:38.727000
Lay Me Down,7E7sAg5qPv0cObXCWRsYMJ,Sam Smith,sad,0.921,0.468,0.205,0.0,0.107,-11.014,0.0412,125.343,0.325,0 days 00:03:39.536000
Rivers,5XotsIxGpYPYddckIOPaDb,Thomas LaVine,sad,0.713,0.567,0.267,0.0548,0.106,-13.758,0.0289,117.961,0.0856,0 days 00:03:53.808000
She,06FuacHsetjXDheCZykXCJ,Laura Mvula,sad,0.781,0.261,0.263,2.44e-05,0.105,-9.41,0.0361,74.942,0.0848,0 days 00:03:25.987000
Nervous - Acoustic,1tnusyVNhzamoCgTG0RLf1,Gavin James,sad,0.964,0.427,0.127,1.92e-06,0.109,-12.731,0.0419,76.357,0.259,0 days 00:04:10.573000
Nana,1JmLA5HZ7Wp7L8DNctLpUW,The 1975,sad,0.781,0.681,0.283,0.00371,0.114,-11.496,0.0296,111.05,0.221,0 days 00:03:56.747000
Don't Be A Fool,3EYTlYIg99FUQNVS4Y8Yf9,Shawn Mendes,sad,0.619,0.467,0.329,0.0,0.0924,-5.964,0.0402,175.23,0.277,0 days 00:03:36.027000
Walk on the Wild Side,0EFEkt29P7Icr7dO4vN6yk,Lou Reed,sad,0.652,0.564,0.262,0.000204,0.0896,-19.746,0.105,104.5,0.376,0 days 00:04:13.960000
Like A Star,5Anh8jULgeUgciLHCR25Mk,Corinne Bailey Rae,sad,0.715,0.606,0.226,0.0001,0.35,-10.617,0.0347,122.711,0.142,0 days 00:04:03.213000
TALK ME DOWN,5hl649lzykBI2l0MeaVxPf,Troye Sivan,sad,0.15,0.369,0.781,0.000236,0.124,-6.973,0.076,173.728,0.369,0 days 00:03:57.464000
Cherry Wine - Live,1ivHxaGL5ld9VS1zsYc4YN,Hozier,sad,0.953,0.418,0.111,0.00342,0.0982,-14.848,0.0389,82.508,0.228,0 days 00:04:00.147000
Candy Says,45QBGwrHXLpbzbMgj6XokF,The Velvet Underground,sad,0.94,0.525,0.0632,0.763,0.105,-23.321,0.0305,79.273,0.24,0 days 00:04:03.667000
Don't Worry About Me - Radio Edit,0Bfz4hqOiBhQPXt9ZjJu3T,Frances,sad,0.966,0.441,0.148,0.00012,0.0843,-12.48,0.0601,69.948,0.25,0 days 00:03:13.362000
Constellations,3deZQXBY8CJFbrTc2PbU34,Jack Johnson,sad,0.468,0.705,0.316,4.25e-05,0.117,-12.64,0.0355,122.012,0.443,0 days 00:03:21.640000
Fourth of July,4K3RZJ8sWPbv0IedcnEfw6,Sufjan Stevens,sad,0.973,0.441,0.104,0.354,0.119,-22.399,0.0459,120.266,0.156,0 days 00:04:39.316000
Everybody's Son,7LjIjnztu0pzLsSQO0wOha,CLOVES,sad,0.886,0.6,0.257,4.9e-06,0.105,-7.177,0.0338,149.469,0.214,0 days 00:03:26.077000
No Salesman,4DuSJpT7j6NtWiv91xC5V4,Jordan Klassen,sad,0.8,0.352,0.455,0.88,0.106,-9.077,0.0282,98.298,0.102,0 days 00:04:49.973000
Hatem Prayer Team,2kqz14M1QhTc9lH6g606pa,Hola A Todo El Mundo,sad,0.854,0.644,0.394,3.14e-05,0.108,-10.502,0.0264,95.008,0.43,0 days 00:02:20.720000
Catch & Release,3vIr7kdsFkrxzo9HT5tsFq,Matt Simons,sad,0.813,0.62,0.447,0.000221,0.111,-9.383,0.147,86.647,0.612,0 days 00:04:00.467000
Hurt,28cnXtME493VX9NOw9cIUh,Johnny Cash,sad,0.649,0.534,0.392,0.000227,0.0948,-7.636,0.0267,90.379,0.163,0 days 00:03:36.533000
All the Pretty Girls,0QQIhT6PtJ5glyn4HKNKQ6,KALEO,sad,0.626,0.466,0.496,6.22e-06,0.117,-6.606,0.0302,74.747,0.352,0 days 00:04:29.893000
Higher Love,7apw8m9lHQjvuUVfMAm4kZ,James Vincent McMorrow,sad,0.0151,0.693,0.678,5.71e-06,0.101,-7.159,0.0324,103.952,0.404,0 days 00:03:48.267000
Higher Love,7apw8m9lHQjvuUVfMAm4kZ,James Vincent McMorrow,sad,0.962,0.323,0.119,0.000348,0.106,-17.892,0.05,89.862,0.176,0 days 00:03:35.590000
Stay With Me,7IHOIqZUUInxjVkko181PB,Sam Smith,sad,0.566,0.5,0.418,0.000193,0.11,-6.535,0.0377,84.899,0.176,0 days 00:02:52.724000
Get On The Road,2D9dzHAQEy1hLYLYl8m0Fd,Tired Pony,sad,0.295,0.312,0.374,0.0171,0.101,-9.77,0.0293,106.073,0.0967,0 days 00:04:44.750000
Beach,1PCE62a2UKCbJSIpIi27J8,Axel Flóvent,sad,0.851,0.477,0.167,0.000701,0.136,-13.478,0.0353,128.018,0.104,0 days 00:04:48.965000
Happy Ending,5hFDG2Yn9ke3u0lBi38vyM,MIKA,sad,0.537,0.556,0.446,0.0,0.249,-8.328,0.03,96.043,0.307,0 days 00:04:33.700000
Knockin' On Heaven's Door,2GSFSTeDDRw9WXpc63T6up,Antony and the Johnsons,sad,0.983,0.531,0.118,0.0251,0.111,-14.455,0.0444,129.259,0.148,0 days 00:04:11.587000
Shine On,7JABqLtUM6HlzcsmQjSh8u,James Blunt,sad,0.0763,0.466,0.634,0.0,0.0678,-5.3,0.0289,128.992,0.324,0 days 00:03:14.240000
Shine On,7JABqLtUM6HlzcsmQjSh8u,James Blunt,sad,0.371,0.363,0.355,7.43e-05,0.0814,-9.877,0.0457,180.364,0.19,0 days 00:04:26.533000
Mask,2ZAOSxoHWFcwFmvCDrHmK6,Folly and the Hunter,sad,0.946,0.432,0.49,0.262,0.173,-10.01,0.0283,93.207,0.335,0 days 00:06:23.053000
Tears Are in Your Eyes,3Jy2YYu8hChcsjAbL84O2f,Yo La Tengo,sad,0.772,0.545,0.164,0.0107,0.0749,-17.384,0.0276,88.09,0.14,0 days 00:04:35.160000
Making All Things New,59yRjmpE2VtyiEot3Ff9LM,Aaron Espe,sad,0.896,0.786,0.355,0.0201,0.111,-11.429,0.0288,99.978,0.479,0 days 00:02:39.600000
All We Do,6Vigp41BietH0WoFZ52JI5,Oh Wonder,sad,0.978,0.59,0.242,0.000124,0.0906,-11.724,0.0516,126.721,0.366,0 days 00:03:34.174000
No Other Way,5ibHSmHYm0OfFLKbShIC2U,Paolo Nutini,sad,0.725,0.4,0.391,0.0,0.0884,-7.924,0.0666,164.544,0.446,0 days 00:04:25.640000
Ghosts,7orSh74hf8AZYIFtBXWGLF,BANNERS,sad,0.381,0.502,0.326,0.0,0.0889,-7.145,0.0261,77.03,0.068,0 days 00:04:10.947000
fragile (feat. WRENN),5AZRYcTovT2oGYpoOuCxqB,gnash,sad,0.786,0.599,0.102,3.52e-06,0.133,-15.901,0.0333,133.682,0.124,0 days 00:03:05.030000
Lost Direction,1GmegIC6H1z8tapAi7w0vN,Cameron AG,sad,0.902,0.419,0.231,0.00235,0.111,-8.628,0.0358,71.498,0.189,0 days 00:03:44.816000
Laura,0PHTufT46ytsqcH8OsQHvp,Bat For Lashes,sad,0.922,0.459,0.187,0.0,0.0939,-9.326,0.0361,96.983,0.0625,0 days 00:04:26.493000
Plastic Cup,0eS4BfEES8p0EOJt4YUSyF,Low,sad,0.638,0.639,0.252,0.0178,0.109,-14.987,0.0284,91.289,0.394,0 days 00:03:01.427000
As Much As I Ever Could,4yqFIIcm2h1yN35cg8h7iE,City and Colour,sad,0.906,0.572,0.234,0.000347,0.258,-12.624,0.0343,118.787,0.148,0 days 00:05:25.027000
Broken,0Es86fEJ5PMGc4hXuRnrnO,Jake Bugg,sad,0.372,0.432,0.438,0.00472,0.129,-8.743,0.0276,119.812,0.207,0 days 00:04:07.014000
I Lost a Friend,49MMefftWPcltNP4OOJGSs,FINNEAS,sad,0.587,0.453,0.209,0.0,0.119,-11.917,0.223,169.316,0.216,0 days 00:03:57.020000
3 Rounds and a Sound,4g5P3tDzraH0Er9eo7t9IA,Blind Pilot,sad,0.829,0.491,0.294,0.00125,0.117,-12.338,0.0379,116.64,0.199,0 days 00:04:26.960000
Candy,4h5m56ExHLPUC9NGz7U1Qa,Paolo Nutini,sad,0.373,0.612,0.601,0.0,0.156,-7.809,0.0421,125.164,0.368,0 days 00:04:58.693000
Just Visiting,2g4dxM4ykKDgv3XoZKEyVF,Aisha Badru,sad,0.534,0.52,0.449,0.000182,0.0938,-11.919,0.0367,96.103,0.0642,0 days 00:03:22.960000
Georgia,6Fha6tXHkL3r9m9nNqQG8p,Vance Joy,sad,0.312,0.388,0.66,0.000307,0.0943,-7.372,0.0308,143.554,0.401,0 days 00:03:50.507000
Touch,2ylVfK4pVfeSV4zxieyT2B,Shura,sad,0.158,0.712,0.791,0.0,0.144,-5.624,0.234,126.016,0.379,0 days 00:03:02.857000
Touch,2ylVfK4pVfeSV4zxieyT2B,Shura,sad,0.568,0.731,0.662,0.00102,0.22,-11.58,0.255,89.927,0.432,0 days 00:03:34.556000
Forest Fires,6AQ3guMjWgetjRpQASwrE5,Axel Flóvent,sad,0.698,0.623,0.292,9.86e-06,0.121,-12.26,0.0313,118.007,0.161,0 days 00:03:30.925000
Lonely,3Lp8Xd2K7TwlY32SPvXkvF,Noah Cyrus,sad,0.779,0.594,0.26,0.0,0.0924,-9.062,0.0601,84.648,0.303,0 days 00:02:24.387000
Love Brought Weight,1H56ffyFrFcvMEWUg3WFbM,Old Sea Brigade,sad,0.699,0.367,0.326,0.358,0.0759,-15.605,0.0344,116.659,0.064,0 days 00:03:05.747000
Familiar Fire,3pk2bn30vjMycCxOwtZRu8,Yodelice,sad,0.782,0.63,0.441,0.0489,0.101,-12.781,0.0258,99.973,0.268,0 days 00:05:09.960000
Poor Boy / Lucky Man,5vsBCsRlaBxK3LCdq2tvk1,Asaf Avidan & the Mojos,sad,0.363,0.371,0.109,0.013,0.0641,-14.539,0.0308,142.108,0.0378,0 days 00:04:36.413000
Awake Me,4H9aMftedBe0UEHv0IXYgQ,Rosie Carney,sad,0.958,0.521,0.15,0.0258,0.083,-11.852,0.0316,117.172,0.0394,0 days 00:04:17.583000
Florida's Warm,18CnKlA6gNAaPdDdMn6wAv,Day Joy,sad,0.0522,0.635,0.557,2.17e-05,0.13,-10.915,0.0263,105.079,0.311,0 days 00:04:14
Half The World Away,21HfUACOv1lgBiYocruoW8,AURORA,sad,0.949,0.62,0.11,6.28e-06,0.16,-13.704,0.0416,111.362,0.211,0 days 00:03:18.133000
Someone You Loved,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,sad,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,109.891,0.446,0 days 00:03:02.161000
Stay Happy,7tuV9cleysQqDPQ66Z5FpR,Au/Ra,sad,0.654,0.754,0.503,0.00617,0.309,-10.88,0.0622,123.927,0.467,0 days 00:03:24.804000
Heal,4KlL5Bwlm4yHYxr0B2rHci,Tom Odell,sad,0.952,0.445,0.179,0.00056,0.107,-12.938,0.0396,72.246,0.119,0 days 00:03:13.080000
enough for you,3T8KVPcFVyyzswMnS8NC8t,Olivia Rodrigo,sad,0.753,0.638,0.259,0.0,0.219,-10.706,0.0898,88.485,0.269,0 days 00:03:22.827000
Another Love,3JvKfv6T31zO0ini8iNItO,Tom Odell,sad,0.695,0.445,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,0.131,0 days 00:04:04.360000
