name,uri,artist,mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration
It Ain't Me (with Selena Gomez) - Tiësto's AFTR:HRS Remix,4nGa5pYY1zhWB0hEvly9gg,Kygo,energetic,0.0148,0.712,0.663,0.000217,0.0621,-5.326,0.0739,114.995,0.509,0 days 00:03:12
Life in Letters,6M8VuM1yfBBNh0g5aNkTqG,Pierce Fulton,energetic,0.0197,0.586,0.891,4.65e-05,0.241,-3.799,0.0409,120.031,0.512,0 days 00:03:52.617000
Show You Love - MJ Cole Remix,2XBzoh9uR0GsnZeA5eQ8v0,Kato,energetic,0.0964,0.715,0.654,1.9e-05,0.0643,-6.813,0.12,131.695,0.858,0 days 00:03:25.456000
Bet,0GHDN1D5IExg9vDc4O2MfH,MRG,energetic,0.122,0.782,0.636,0.0,0.0819,-8.975,0.502,112.938,0.699,0 days 00:02:52.519000
Body to Body,3qyeNnFY67zX6VmmIbzPsL,Mike Perry,energetic,0.0119,0.537,0.749,0.0,0.154,-4.725,0.109,100.088,0.299,0 days 00:02:58.634000
Godzilla,21h0F6z614BHwNDDfkjZ7Q,Anna Lunoe,energetic,0.011,0.371,0.912,0.0231,0.113,-3.681,0.0508,130.135,0.402,0 days 00:03:48.148000
The Heat (I Wanna Dance with Somebody),6kh2EgNMbO3P3HoxLEUSNX,Ralph Felix,energetic,0.032,0.56,0.896,0.000113,0.262,-3.691,0.0673,123.987,0.3,0 days 00:03:40.754000
Hunter,3caMfJGFp53NAH2TuigdNj,Galantis,energetic,0.186,0.509,0.712,0.0,0.102,-5.747,0.111,99.831,0.653,0 days 00:03:03.229000
Weak - Cheat Codes Remix,62Uf8EAHQIhA1nOYYJewr3,AJR,energetic,0.371,0.752,0.783,2.24e-06,0.0784,-4.019,0.0631,123.926,0.665,0 days 00:02:57.481000
Mama,47OVNnZJzIkrsEiZ4n187p,Jonas Blue,energetic,0.102,0.737,0.792,0.0,0.0532,-4.117,0.0416,104.012,0.543,0 days 00:03:04.134000
Brunch at the Bodega,2DYb9OVtTaRWVA7qmZ4CdX,Flamingosis,energetic,0.0464,0.727,0.88,0.0323,0.216,-10.779,0.12,94.979,0.628,0 days 00:02:39.789000
Raincoat (feat. Shy Martin),5xYVqJ7ppf4bTbbztvVOYx,Timeflies,energetic,0.193,0.691,0.673,0.0,0.264,-5.513,0.082,151.116,0.516,0 days 00:03:37.048000
Don’t You Feel It,1kW0EhrR7VdrXRexVIDIiB,Sub Focus,energetic,0.0577,0.69,0.792,6.28e-05,0.322,-4.317,0.0688,99.984,0.628,0 days 00:03:27.304000
We Could Be Beautiful,6p2l8mki7sBTvF89R3tcBj,Wrabel,energetic,0.0325,0.695,0.643,0.000823,0.104,-5.081,0.0321,107.005,0.376,0 days 00:03:20.760000
I'm Addicted (Feat. Jessi Lee),0lxFfhHYZ0CDv7avrEK85r,Broken Luxury,energetic,0.00679,0.526,0.606,0.000245,0.306,-7.089,0.0443,139.811,0.356,0 days 00:03:34.459000
Tired,3b5Li4QKDVBx1x7fQuu54a,Alan Walker,energetic,0.98,0.612,0.23,0.915,0.156,-12.187,0.0314,83.978,0.0632,0 days 00:03:51.429000
Tired,3b5Li4QKDVBx1x7fQuu54a,Alan Walker,energetic,0.0428,0.69,0.876,0.0,0.147,-4.159,0.059,123.994,0.493,0 days 00:03:12.112000
Empty Room,5Ktd5GpAtVJWDxHnEHrhqJ,Big Wild,energetic,0.0141,0.63,0.748,0.00692,0.132,-6.314,0.0525,110.002,0.481,0 days 00:03:27.818000
Let The Song Play,6kavAQFHkoKBukku7M68OG,MATTN,energetic,0.0614,0.727,0.773,0.0,0.0838,-6.524,0.061,100.011,0.574,0 days 00:03:04.497000
Flames,2p6U0PmCLvSEIuGMdfKVd2,Henri PFR,energetic,0.0636,0.438,0.785,0.0,0.331,-5.482,0.254,79.81,0.326,0 days 00:03:16.700000
Beautiful (feat. Helen),3w7JcualE0nqlKjjxRQwoU,Todiefor,energetic,0.292,0.418,0.821,0.0,0.0778,-4.76,0.101,83.575,0.231,0 days 00:02:46.200000
Chicago,7fwfp0NJ8DRjNf5pwT4e01,Win and Woo,energetic,0.219,0.484,0.813,0.0,0.106,-6.987,0.101,74.956,0.554,0 days 00:03:37.700000
Know No Better,6BKeNWeUqxmvQ09Gxd3ZGX,Major Lazer,energetic,0.132,0.738,0.814,9.64e-06,0.126,-4.414,0.0999,119.041,0.483,0 days 00:03:45.850000
More Than You Know,4q8PHoRsPUB52LFylX8Ulz,Axwell /\ Ingrosso,energetic,0.0323,0.645,0.741,0.0,0.29,-4.989,0.0339,123.07,0.534,0 days 00:03:23
Stay For It,69Lq3BWssbLhf4QDRtFY51,RL Grime,energetic,0.0134,0.355,0.852,1.98e-05,0.0774,-3.966,0.0632,143.925,0.173,0 days 00:04:18.082000
Staring At The Sun,2UPXQ1UumX1qBh8COMbo6K,Vanic,energetic,0.0314,0.591,0.737,2.2e-05,0.0987,-4.925,0.0309,105.034,0.43,0 days 00:04:25.143000
Reims,3JtEYjD09uN9kKFBDw60Wj,RL Grime,energetic,0.0319,0.42,0.934,0.89,0.0951,-4.505,0.0647,149.991,0.156,0 days 00:03:55.066000
Love Is A Temple,24putRJqkmdXxfKq5OI4TC,Alok,energetic,0.033,0.602,0.769,9.27e-06,0.102,-5.194,0.0667,160.098,0.331,0 days 00:03:38.250000
Don't Want You Back,4lharVQjYNhByFR8dSHkMA,Bakermat,energetic,0.448,0.767,0.862,0.0,0.0806,-3.157,0.0799,125.997,0.767,0 days 00:03:21.240000
Dirty Secrets,6lnEyO7EJEAEabFH4wIgab,NEW CITY,energetic,0.0054,0.658,0.697,0.0,0.267,-6.596,0.143,117.044,0.13,0 days 00:03:31.800000
Real Life,6jz9EMWHffNKVlZQVXOLoz,Duke Dumont,energetic,0.148,0.543,0.74,0.00358,0.142,-5.187,0.0557,123.915,0.6,0 days 00:03:25.773000
Cheers,7E3zDaENiSU0G1C9TpE6Kx,MOONZz,energetic,0.022,0.481,0.664,0.000148,0.711,-8.124,0.106,84.913,0.466,0 days 00:04:11.733000
Get What You Give,0DTtMH8wB4UiRCjk6NgWl5,Felix Cartal,energetic,0.0143,0.626,0.748,0.0,0.123,-5.899,0.0345,121.067,0.223,0 days 00:03:39.174000
Feels Right - Radio Edit,54fiTamOOfnsB9wmxhaENl,JPB,energetic,0.0535,0.45,0.948,8.88e-05,0.882,-2.503,0.302,89.942,0.674,0 days 00:03:19.187000
Came Here for Love,3kGfazcbVvVkuZunzlLgTD,Sigala,energetic,0.0313,0.708,0.868,0.0,0.122,-3.287,0.0431,124.994,0.72,0 days 00:03:22.999000
High Without Your Love - NAKID Remix,4ef0bZuCoMw9rPXM83Edoj,Loote,energetic,0.199,0.763,0.787,0.0,0.332,-3.783,0.0607,101.992,0.779,0 days 00:03:30.053000
Save A Little Love,2ibLTZM8SvPx8ZfvjnuMvs,Don Diablo,energetic,0.0108,0.625,0.91,0.0,0.662,-2.583,0.107,122.067,0.328,0 days 00:03:22.930000
Caskets,0FknXlaOeXD7Vto1Hx9wtP,Party Favor,energetic,0.00318,0.635,0.862,1.36e-06,0.195,-4.655,0.0819,102.024,0.402,0 days 00:03:04.116000
Where I Won't Be Found,038k4V2bjaAQsfpYV7V9WP,Seven Lions,energetic,0.0919,0.568,0.767,0.0,0.3,-3.634,0.0461,129.931,0.275,0 days 00:03:00.938000
Stay - Petit Biscuit Remix,3EV0Eo3m7nd74rXuSIi08s,Zedd,energetic,0.38,0.753,0.579,0.0,0.176,-6.253,0.127,105.054,0.334,0 days 00:04:01.702000
Understand Me,6u7jM7ms8eiEIs2G7DANWP,CMC$,energetic,0.165,0.531,0.704,0.0,0.102,-5.958,0.0706,90.004,0.549,0 days 00:03:37.403000
All Stars,3aLSrx8qhssXrh5yjB6oy9,Martin Solveig,energetic,0.151,0.775,0.722,0.000724,0.058,-3.502,0.0463,124.037,0.649,0 days 00:02:50.323000
OK - Blunty's Johnny Vix Mix; Spotify Version,4u14UqwxYvrPsbi7bbt6pJ,Robin Schulz,energetic,0.031,0.706,0.723,0.0,0.0839,-6.143,0.0375,116.991,0.472,0 days 00:03:16.027000
Reckless,0AsvW2yBEhPNI2RW3m20Rf,Disco Fries,energetic,0.0128,0.688,0.931,0.0,0.307,-3.561,0.178,124.059,0.471,0 days 00:03:34.392000
Best Days of My Life,7gS7gcili0uf2xPJovefat,Sons Of Maria,energetic,0.102,0.774,0.807,0.0183,0.41,-3.992,0.045,117.969,0.526,0 days 00:03:21.864000
Playing with Fire,1XMHr0EawozjjXfckb5TB8,RIVRS,energetic,0.0582,0.652,0.635,1.14e-05,0.0764,-4.415,0.0352,100.021,0.601,0 days 00:02:54.660000
Truth or Dare,54uyFEMcG3wnZ1JSRS3QtI,R3HAB,energetic,0.318,0.715,0.581,0.0,0.125,-4.811,0.0384,97.019,0.378,0 days 00:02:30.619000
Remember I Told You - Frank Walker Remix,3DgXhNbtB4K8FKAIyFbi53,Nick Jonas,energetic,0.0201,0.516,0.894,0.0,0.446,-4.695,0.21,217.97,0.624,0 days 00:03:45.733000
Lay It On Me (Feat. Keiynan Lonsdale),00c9VpjXk7iHdLEEzrAxbr,Kasbo,energetic,0.283,0.587,0.62,0.0,0.128,-6.217,0.0504,99.926,0.143,0 days 00:03:44.412000
Distant,3kKX2SSrYHYGbX9fIpipoM,Clement Bazin,energetic,0.04,0.57,0.489,5.55e-05,0.105,-6.431,0.0397,130.893,0.104,0 days 00:03:47.078000
Already Gone,5xtND0ydivuRhguOhKHUk7,OTR,energetic,0.11,0.543,0.596,0.000336,0.0998,-8.118,0.238,159.943,0.214,0 days 00:03:43.125000
Chasing Highs - Roosevelt Remix,6jucfJVCi6WvaaXCpPgIhN,ALMA,energetic,0.141,0.715,0.801,0.000267,0.116,-4.432,0.0359,108.06,0.339,0 days 00:04:01.805000
Was Will Be (feat. Mimi Page),1olERLnSeLfDNsMPFCi7TK,Bassnectar,energetic,0.032,0.153,0.959,0.0948,0.289,-3.416,0.325,176.048,0.0513,0 days 00:05:57.273000
Outside Of The Lines (feat. Laurell),5owwAF2LgVLFvcIymTBZE1,Boehm,energetic,0.0127,0.74,0.802,9.12e-06,0.102,-6.709,0.0515,109.991,0.449,0 days 00:03:45.365000
She's On My Mind - Bruno Martini Remix,3XfMcu7xrQSVAcXik3I0un,JP Cooper,energetic,0.125,0.628,0.9,0.0,0.117,-2.974,0.0391,120.007,0.863,0 days 00:02:48.125000
Would You Ever,57p8CBvPOxrvyCbn6ttl5r,Skrillex,energetic,0.0079,0.653,0.91,0.0,0.318,-3.36,0.0566,126.047,0.0921,0 days 00:03:54.286000
Want Your Body,6YDk1ehvG1m2bDiG8LzkMZ,Falcons,energetic,0.00167,0.64,0.972,0.697,0.33,-6.628,0.0883,160.078,0.885,0 days 00:02:52.500000
Fall Together - Just A Gent Remix,7uod6GJTu9gQmlr3xwGq3u,The Temper Trap,energetic,0.0259,0.559,0.624,0.0199,0.313,-6.231,0.0683,169.992,0.211,0 days 00:03:20.316000
"For Richer, for Poorer",3XeIYdfvQFH74yLKjdYDTf,Adian Coker,energetic,0.00441,0.698,0.679,0.0,0.159,-6.679,0.194,150.026,0.775,0 days 00:03:59.573000
Altar (feat. R.LUM.R),3BkgCiyy0DQCCOWQwgzDlh,Sweater Beats,energetic,0.0103,0.618,0.727,7.05e-05,0.136,-7.219,0.0795,157.987,0.668,0 days 00:03:24.893000
Drunk on You,6FSVoSnsrruUcCZYaUzNQ1,Ameria,energetic,0.0104,0.722,0.718,0.678,0.116,-7.287,0.0539,100.957,0.403,0 days 00:03:14.851000
Staying Up,4r7qTk6RD30c1dFuiZObDf,Matoma,energetic,0.199,0.649,0.865,0.0,0.064,-2.299,0.05,124.031,0.428,0 days 00:03:10.645000
Aight,14Fhtbf2Y6DPAvuY9jA0Bg,Cody G,energetic,0.0449,0.785,0.756,2.65e-06,0.0854,-3.657,0.211,96.988,0.715,0 days 00:03:00.816000
Leave Right Now,0wyja8xD9cNhDtfuY0dVMP,Thomas Rhett,energetic,0.00662,0.515,0.587,0.0,0.14,-7.136,0.0383,148.044,0.361,0 days 00:03:15.667000
"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,Hailee Steinfeld,energetic,0.0337,0.664,0.708,0.0,0.0841,-4.154,0.0474,103.07,0.742,0 days 00:02:54.800000
Break The Fever,2Fnlo7KvPgMeWLLbgtY8it,Mutemath,energetic,0.0739,0.691,0.839,1.49e-05,0.0984,-4.021,0.148,110.021,0.913,0 days 00:05:33.638000
Crime (with Skott),08DqG1RqpxnICWOdOp2PLV,Grey,energetic,0.191,0.515,0.638,1.18e-06,0.14,-7.558,0.356,160.182,0.38,0 days 00:02:55.363000
La Ciudad,4x6aawsLyPkF3aGPXGvbat,ODESZA,energetic,0.00534,0.663,0.84,0.342,0.169,-5.618,0.0453,108.022,0.2,0 days 00:04:31.136000
Vibes,1RmPi2rBbY6pB97UDbsjeq,Griffin Stoller,energetic,0.369,0.619,0.761,6.04e-06,0.0808,-6.37,0.224,150.844,0.314,0 days 00:02:51.656000
cortado,1cPj64z11iA3AVBQP0AUls,anton.,energetic,0.408,0.749,0.514,0.831,0.113,-7.8,0.0388,92.996,0.281,0 days 00:03:25.151000
Does It Feel Like Falling (Feat. Trinidad Cardona),0xiOxkgv2Re8jeIC1iy4Pf,Alex Aiono,energetic,0.0482,0.71,0.863,3.51e-05,0.0886,-3.571,0.0483,110.065,0.276,0 days 00:03:54.919000
immortal - Snakehips Remix,52aLcfyEf3NvnxwlrluEB0,Elley Duhé,energetic,0.264,0.641,0.838,0.0,0.561,-3.292,0.329,106.757,0.628,0 days 00:03:09
DubFunk,1k2XvBR6da3bSBQaEcuh4U,Tichi,energetic,0.15,0.772,0.909,0.538,0.0392,-3.105,0.148,85.994,0.591,0 days 00:03:04.320000
Young - Midnight Kids Remix,2g1dcVwh2fbCKzbxX2RgwZ,The Chainsmokers,energetic,0.0501,0.544,0.645,0.0,0.185,-6.668,0.0409,109.954,0.236,0 days 00:03:48.307000
Came Here for Love - Calvo Remix,3QQCuAHj5Ey21It2LWbPWq,Sigala,energetic,0.00131,0.741,0.906,2.78e-06,0.253,-4.627,0.118,125.984,0.609,0 days 00:04:25.065000
Supernova,0sAA3arXOVoczn884kfDpx,Kai Straw,energetic,0.155,0.566,0.7,0.0,0.0701,-6.38,0.0731,99.982,0.197,0 days 00:03:31.200000
HUMBLE. - SKRILLEX REMIX,65ES1qwOB577ZnTkizMXJJ,Skrillex,energetic,0.00794,0.901,0.934,7.68e-05,0.194,-2.345,0.273,150.037,0.868,0 days 00:02:36.800000
You Got to Love Me,7uRRcR7qb7nJSaLfSQlWiL,DAVID AUGUST,energetic,0.137,0.766,0.396,0.0436,0.052,-12.673,0.0406,113.005,0.187,0 days 00:05:59.166000
Be Yourself (Extended Mix),73F14MUC2YyZQn7reIJfEr,Kazy Lambist,energetic,0.0108,0.769,0.465,0.506,0.206,-9.158,0.0652,117.82,0.363,0 days 00:05:17.627000
Apolune,315sgToRVTKGpOVNf8Ak5Q,Jesper Ryom,energetic,0.00795,0.717,0.726,0.863,0.0849,-8.611,0.0927,123.01,0.538,0 days 00:06:42.392000
The A Team,2vBF8A6n0REigm7RSUM65S,Ed Sheeran,sad,0.678,0.626,0.286,0.0,0.134,-9.933,0.0374,84.954,0.366,0 days 00:04:18.588000
you broke me first,45bE4HXI0AwGZXfZtMp8JR,Tate McRae,sad,0.785,0.667,0.373,0.0,0.0906,-9.389,0.05,124.148,0.0823,0 days 00:02:49.266000
Bruises,4Of7rzpRpV1mWRbhp5rAqG,Lewis Capaldi,sad,0.946,0.736,0.308,0.0,0.186,-7.83,0.0677,111.202,0.361,0 days 00:03:40.492000
drivers license,7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,sad,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,0.132,0 days 00:04:02.014000
drivers license,7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,sad,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,0.132,0 days 00:04:02.014000
Falling,1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,sad,0.839,0.567,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,0.0592,0 days 00:04:00.133000
when the party's over,43zdsphuZLzwA9k4DJhU0I,Billie Eilish,sad,0.978,0.367,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,0.198,0 days 00:03:16.077000
Jealous,4L2K7JKseFCBoHMZEAszW0,Labrinth,sad,0.874,0.439,0.153,0.0,0.107,-8.95,0.0479,116.76,0.104,0 days 00:04:47.693000
ghost town (voice memo),0PKAijroHpnEtdY20bkGdr,Chloe George,sad,0.953,0.471,0.229,0.0,0.0909,-6.504,0.0358,68.41,0.358,0 days 00:02:17.250000
ghost town (voice memo),0PKAijroHpnEtdY20bkGdr,Chloe George,sad,0.953,0.471,0.229,0.0,0.0909,-6.504,0.0358,68.41,0.358,0 days 00:02:17.250000
Heather,4xqrdfXkTW4T0RauPLv3WA,Conan Gray,sad,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,0.27,0 days 00:03:18.040000
Heather,4xqrdfXkTW4T0RauPLv3WA,Conan Gray,sad,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,0.27,0 days 00:03:18.040000
Breathe Me,7jqzZyJJLrpkRFYGpkqSK6,Sia,sad,0.0364,0.552,0.643,0.74,0.105,-7.36,0.0327,120.012,0.212,0 days 00:04:32.800000
thetimewewanderoff,4K2Py3YrBcEktYlowG0GTc,Liush,sad,0.91,0.473,0.147,0.000935,0.0981,-14.932,0.038,61.272,0.0767,0 days 00:02:17.452000
Wish I Was Better,1kAkUHFb7ryeVkVSRD6Nkj,Kina,sad,0.747,0.732,0.304,6.13e-05,0.143,-13.086,0.111,139.965,0.185,0 days 00:02:20.571000
Skinny Love,1NyFRrFiJAJIaR6icj1goI,Bon Iver,sad,0.842,0.592,0.256,2.38e-06,0.088,-14.031,0.0449,76.361,0.103,0 days 00:03:58.533000
Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,Sasha Sloan,sad,0.768,0.629,0.328,2.5e-05,0.103,-8.284,0.029,74.953,0.389,0 days 00:03:17.732000
Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,Sasha Sloan,sad,0.768,0.629,0.328,2.5e-05,0.103,-8.284,0.029,74.953,0.389,0 days 00:03:17.732000
Let It Go,13HVjjWUZFaWilh2QUJKsP,James Bay,sad,0.818,0.546,0.311,1.65e-05,0.107,-10.396,0.0288,147.464,0.246,0 days 00:04:20.533000
exception,4Dicd9CnldAenKEzOj6dGp,renforshort,sad,0.363,0.346,0.386,0.0,0.158,-6.55,0.0369,82.37,0.348,0 days 00:03:04.464000
Should Have Known Better,5I6y1KWmUoV5YCaIEcs1qs,Sufjan Stevens,sad,0.979,0.571,0.172,0.275,0.124,-20.7,0.0318,90.972,0.297,0 days 00:05:07.698000
Youth,1JDMO4EVPHtm0xXhJb2IjR,Daughter,sad,0.61,0.588,0.477,0.00188,0.122,-12.71,0.0492,150.396,0.488,0 days 00:04:11.627000
Say Something,5cCj78DPk9iVZmrNWmYdPS,Caravn,sad,0.608,0.536,0.165,0.0,0.11,-14.658,0.0338,138.758,0.15,0 days 00:03:41.007000
Someone Like You,6QPKYGnAW9QozVz2dSWqRg,Adele,sad,0.893,0.554,0.321,0.0,0.0996,-8.251,0.028,135.047,0.288,0 days 00:04:45.240000
pass you by,4NVwMupCTfITPXetR5aozp,Alaina Castillo,sad,0.892,0.51,0.355,0.0,0.133,-6.883,0.0287,141.796,0.453,0 days 00:04:05.946000
Transatlanticism,3PJikMV2xGNCooQttQrAw5,Death Cab for Cutie,sad,0.393,0.443,0.466,0.647,0.165,-9.209,0.0302,127.493,0.19,0 days 00:07:55.093000
People Help the People,6XRNCAnxJIB1p4RPdFVSq0,Birdy,sad,0.778,0.407,0.308,1.46e-05,0.092,-9.001,0.0296,73.254,0.153,0 days 00:04:16.236000
Foreign tree,6P57z7wZlYxmNxXCihQSwn,Liush,sad,0.818,0.274,0.182,0.0688,0.153,-16.843,0.033,156.763,0.0973,0 days 00:03:25.182000
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,Sara Kays,sad,0.585,0.679,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,0.554,0 days 00:03:47.186000
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,Sara Kays,sad,0.585,0.679,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,0.554,0 days 00:03:47.186000
Cry Over Boys,218q4fCmVERKhXEZDr6g4P,Alexander 23,sad,0.835,0.847,0.254,1.98e-05,0.527,-13.551,0.0667,117.987,0.381,0 days 00:02:50.812000
Cry Over Boys,218q4fCmVERKhXEZDr6g4P,Alexander 23,sad,0.835,0.847,0.254,1.98e-05,0.527,-13.551,0.0667,117.987,0.381,0 days 00:02:50.812000
Bird,6DzvC1VHpyTFfLBbAYBa7W,Billie Marten,sad,0.988,0.235,0.187,0.00197,0.106,-12.754,0.0347,85.962,0.118,0 days 00:03:40.640000
Get to You,2pDV76DDE1NgAOueeHns3R,INTRN,sad,0.519,0.839,0.42,0.0,0.151,-11.375,0.0468,126.022,0.568,0 days 00:02:47.619000
I Can't Help (with Sarcastic Sounds),1OdYu7mDO94ydUvfZPaPvP,Shoffy,sad,0.393,0.714,0.4,0.000718,0.109,-8.264,0.0618,81.974,0.318,0 days 00:02:01.250000
Fix You,7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,sad,0.164,0.209,0.417,0.00196,0.113,-8.74,0.0338,138.178,0.124,0 days 00:04:55.533000
Rest,06p20tdVnOEUtVTKtmUXGW,LEFT.,sad,0.316,0.354,0.456,1.39e-05,0.115,-11.524,0.147,155.712,0.246,0 days 00:03:51.618000
If You Think It's Love,3iiL6merNpFNX1bny9sfvM,King Princess,sad,0.807,0.432,0.34,0.0,0.0864,-7.977,0.0824,135.172,0.449,0 days 00:03:23.947000
The Night We Met,6mORGLOz79w6VsCRLWYYuK,Lord Huron,sad,0.969,0.443,0.369,0.277,0.638,-9.514,0.0441,174.107,0.0989,0 days 00:03:28.212000
Surrender,0ecC8p17cDNlxHXkuYqeR6,Natalie Taylor,sad,0.8,0.39,0.448,0.182,0.107,-8.57,0.0276,144.89,0.077,0 days 00:03:03.103000
no song without you,3KKUf8F2hktFscLgbH4YwR,HONNE,sad,0.463,0.778,0.462,0.583,0.11,-12.729,0.0359,105.45,0.817,0 days 00:02:41.537000
when was it over? (feat. Sam Hunt),779UN3kabApm2zfqX549vf,Sasha Sloan,sad,0.816,0.626,0.453,1.91e-06,0.0904,-9.295,0.0306,129.958,0.494,0 days 00:03:38.093000
Before You Go,2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,sad,0.604,0.459,0.575,0.0,0.0885,-4.858,0.0573,111.881,0.183,0 days 00:03:35.107000
"Murder Song (5, 4, 3, 2, 1) - Acoustic",6MM22AtXB7I5gfTErMF0mJ,AURORA,sad,0.902,0.398,0.0887,1.76e-06,0.0873,-13.683,0.0334,74.797,0.356,0 days 00:03:38.667000
comethru,18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,sad,0.607,0.795,0.178,0.0,0.623,-11.991,0.0574,93.982,0.608,0 days 00:03:01.613000
lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,sad,0.934,0.351,0.296,0.0,0.095,-10.109,0.0333,115.284,0.12,0 days 00:03:20.186000
Gone Away,5pGV2AfDflnhL72pK1oIaR,Austin Harms,sad,0.319,0.47,0.46,1.45e-05,0.115,-11.598,0.0613,116.821,0.322,0 days 00:02:49.721000
Only,0yfd3MSq6JEsNxOzSLJR7g,RY X,sad,0.906,0.373,0.178,0.558,0.109,-15.52,0.0303,108.605,0.0933,0 days 00:04:28.456000
Light Year (feat. Lennon Stella),7CS9hRKJNmBGWUowSjhedb,Adam Melchor,sad,0.496,0.395,0.495,0.0378,0.12,-9.087,0.0329,168.01,0.517,0 days 00:03:08.044000
No Woman,1CLmFKW99S8eJrebO3GB04,Whitney,sad,0.893,0.581,0.4,0.576,0.161,-8.739,0.0291,112.331,0.433,0 days 00:03:57.973000
If I Ain't Got You,60Upg4NK79iFTP77w9O6E7,Caravn,sad,0.864,0.691,0.236,0.0,0.191,-9.348,0.0418,117.945,0.589,0 days 00:03:10.169000
Love Is A Losing Game,4IMBnBRqm9RALmLrRqfMor,Amy Winehouse,sad,0.317,0.48,0.561,0.00641,0.184,-5.874,0.027,164.791,0.541,0 days 00:02:34.160000
Happiest Year,5kcvBnt6DPX3AMEsCx1qDh,Jaymes Young,sad,0.885,0.501,0.167,0.0,0.111,-14.061,0.0484,112.275,0.356,0 days 00:03:48.443000
Easily,2k9N4caeCIJLOWwWwssrEM,Bruno Major,sad,0.491,0.772,0.256,0.00612,0.144,-8.545,0.0481,118.902,0.357,0 days 00:03:30.240000
Older Than I Am,15VDHAMS4JCLziCjNkmQl1,Lennon Stella,sad,0.891,0.44,0.306,0.0,0.103,-8.947,0.0363,117.288,0.201,0 days 00:03:01.533000
Cold Nights,1q3AoLCoawd8Gpm9wP7sHi,Camo Columbo,sad,0.321,0.941,0.421,9.34e-05,0.0967,-7.918,0.0583,107.011,0.787,0 days 00:03:09.813000
What's Good,6OBl3esnGuz8PllwDWinWS,Fenne Lily,sad,0.935,0.542,0.0957,6.4e-06,0.182,-14.518,0.0404,134.739,0.259,0 days 00:03:36.876000
Town I Called My Home,0omwXDRLUssZ7fgl9vkL4m,yaeow,sad,0.816,0.554,0.295,0.541,0.103,-13.619,0.098,200.144,0.206,0 days 00:02:19.200000
All I Want,1XczdQt6RKNkEQfPqUsi3q,Kodaline,sad,0.114,0.189,0.426,0.0885,0.058,-9.084,0.045,187.281,0.159,0 days 00:05:06.600000
i don't want to watch the world end with someone else,58qX77t2VWMWcycsh9zKLc,Clinton Kane,sad,0.771,0.535,0.359,0.0,0.111,-9.343,0.0607,154.163,0.488,0 days 00:03:04.505000
Video Games - Remastered 2012,0fBSs3fRoh1yJcne77fdu9,Lana Del Rey,sad,0.811,0.236,0.249,1e-06,0.087,-9.595,0.0348,72.847,0.181,0 days 00:04:41.960000
Sad Corny Fuck,5YlHgqWo3Kt2mF88ubmR62,JP Saxe,sad,0.835,0.604,0.179,0.0,0.162,-15.383,0.0339,124.982,0.391,0 days 00:03:40.520000
Riverside,1UmFRZU3taMGZApPhK32mc,Agnes Obel,sad,0.537,0.722,0.344,0.952,0.134,-12.63,0.0654,140.047,0.404,0 days 00:02:03.429000
Riverside,1UmFRZU3taMGZApPhK32mc,Agnes Obel,sad,0.985,0.648,0.177,0.000353,0.134,-13.474,0.0311,99.101,0.236,0 days 00:03:48.547000
Long Way Down,1uVk6S6Fpkrmji0iTpgKEC,Tom Odell,sad,0.972,0.368,0.121,0.0322,0.0871,-13.778,0.0315,133.148,0.0956,0 days 00:02:29.773000
Anchor,6x6XKEUcCJGUACD4Xh7KuP,Novo Amor,sad,0.755,0.486,0.356,0.861,0.0986,-13.649,0.0318,117.141,0.111,0 days 00:04:16.282000
Somewhere Only We Know,1EwyAL8SdJpIX0M9b1ArAp,Valentin,sad,0.84,0.472,0.305,0.0,0.142,-11.465,0.0295,165.9,0.584,0 days 00:03:13.750000
To Build A Home,54KFQB6N4pn926IUUYZGzK,The Cinematic Orchestra,sad,0.885,0.264,0.122,0.349,0.094,-15.399,0.0349,148.658,0.0735,0 days 00:06:11.320000
